ID_original;number;title;doi;pmid;tq1;tq2;tq3;tq4;uri;altmetric_jid;issns1;issns2;issns3;journal;cohorts.pub;cohorts.doc;abstract;context.all.count;context.all.mean;context.all.rank;context.all.pct;context.all.higher_than;context.journal.count;context.journal.mean;context.journal.rank;context.journal.pct;context.journal.higher_than;context.similar_age_3m.count;context.similar_age_3m.mean;context.similar_age_3m.rank;context.similar_age_3m.pct;context.similar_age_3m.higher_than;context.similar_age_journal_3m.count;context.similar_age_journal_3m.mean;context.similar_age_journal_3m.rank;context.similar_age_journal_3m.pct;context.similar_age_journal_3m.higher_than;authors1;authors2;authors3;authors4;authors5;authors6;authors7;authors8;authors9;authors10;authors11;authors12;authors13;authors14;authors15;altmetric_id;schema;is_oa;publisher_subjects.name1;publisher_subjects.name2;publisher_subjects.scheme1;publisher_subjects.scheme2;cited_by_posts_count;cited_by_tweeters_count;cited_by_accounts_count;cited_by_feeds_count;last_updated;score;history.1y;history.6m;history.3m;history.1m;history.1w;history.6d;history.5d;history.4d;history.3d;history.2d;history.1d;history.at;url;added_on;published_on;subjects1;subjects2;scopus_subjects1;scopus_subjects2;scopus_subjects3;scopus_subjects4;readers.citeulike;readers.mendeley;readers.connotea;readers_count;images.small;images.medium;images.large;details_url;publisher_subjects.name3;publisher_subjects.name4;publisher_subjects.name5;publisher_subjects.scheme3;publisher_subjects.scheme4;publisher_subjects.scheme5
63;41;Ischemic cardiovascular involvement in psoriasis: A systematic review.;10.1016/j.ijcard.2014.10.092;25464252;NA;NA;NA;NA;NA;4f6fa4ed3cf058f610002b29;0167-5273;1874-1754;NA;International Journal of Cardiology;1;NA;Epidemiologic studies demonstrate that psoriasis is associated with shorter life expectancy, most frequently attributable to cardiovascular (CV) events. Although increased prevalence and incidence of CV risk factors for atherosclerosis have been reported in psoriatic patients, psoriasis likely plays an independent role in the increased cardiovascular risk, presumably linked to the chronic systemic inflammatory state. Consistently, preliminary investigations suggest that anti-inflammatory therapies may improve early subclinical vascular alterations and reduce cardiovascular morbidity and mortality. This review will focus on ischemic CV involvement in psoriatic patients, summarizing the prevalence and incidence of CV risk factors and CV events, as well as evidence on mechanisms of premature atherosclerosis and on effects of systemic anti-inflammatory therapies on CV risk profile. We performed a systematic review using Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) and evaluated the quality of studies comparing drug treatments using Detsky score. Our review documented that psoriatic patients are at increased CV risk, related to raised prevalence and incidence of CV risk factor and to inflammatory status. However, available literature lacks of studies that establish appropriate targets for CV risk factors and assess the clinical value of screening for subclinical organ damage and the impact of disease-modifying therapies on CV risk profile in psoriatic patients. Awareness of raised CV risk in psoriatic patients should foster further research aimed at elucidating these aspects.;7902020;66891515940364;766861;89;7103559;3592;31483748259538;173;94;3412;237036;75616453350772;28040;87;208205;163;3135049382716;11;93;152;Mosca S;Gargiulo P;Balato N;Di Costanzo L;Parente A;Paolillo S;Ayala F;Trimarco B;Crea F;Perrone-Filardi P;Susanna Mosca;Paola Gargiulo;Nicola Balato;Luisa Di Costanzo;Antonio Parente;2957378;1.5.4;FALSE;NA;NA;NA;NA;3;1;2;NA;1466007654;10;0;0;0;0;0;0;0;0;0;0;0;10;http://dx.doi.org/10.1016/j.ijcard.2014.10.092;1417850217;1417651200;NA;NA;Medicine;Health Sciences;NA;NA;0;30;0;30;https://badges.altmetric.com/?size=64&score=10&types=mmmmtttt;https://badges.altmetric.com/?size=100&score=10&types=mmmmtttt;https://badges.altmetric.com/?size=180&score=10&types=mmmmtttt;http://www.altmetric.com/details.php?citation_id=2957378;NA;NA;NA;NA;NA;NA
64;42;Efficacy of localized phototherapy and photodynamic therapy for psoriasis: a systematic review and meta-analysis;10.1111/phpp.12092;24283358;How effective is Phototherapy for #Psoriasis ? Read a systematic review and meta-analysis in the journal PPP;Phototherapy vs Photodynamic utk Psoriasis? Menarik utk dibaca! #dermatology;NA;NA;NA;4f6fa5123cf058f6100032fd;1600-0781;0905-4383;NA;Photodermatology, Photoimmunology & Photomedicine;3;1;Localized phototherapy including topical psoralen plus ultraviolet A (PUVA) and targeted ultraviolet B (UVB), and photodynamic therapy (PDT) have been increasingly used in the treatment of localized psoriasis. Yet, there are no systematic reviews or meta-analyses that scientifically evaluated the pooled efficacy of these treatments in psoriasis. We searched Medline, Embase, and Cochrane databases during the period of January 1980 to June 2012. Our systematic search resulted in 765 studies, 23 of them were included in the review. The primary outcome was 75% reduction in severity score from baseline. A meta-analysis using random effect model found topical PUVA to be more effective than non-laser targeted UVB [odds ratio: 3.48 (95% confidence interval 0.56-21.84), P<U+2009>=<U+2009>0.183]. The pooled effect estimate of the efficacy (75% reduction in severity score) of topical PUVA, targeted UVB, and PDT were as follows: 77% (topical PUVA), 61% (targeted UVB), and 22% (PDT). Topical PUVA and targeted UVB phototherapy are very effective in the treatment of localized psoriasis. Topical PUVA seems more effective than non-laser targeted UVB phototherapy. On the other hand, PDT has low efficacy and high percentage of side effects in treating localized psoriasis.;7464955;64819799958539;1760246;76;5689016;199;3677696969697;40;79;159;174023;73084796979695;44334;74;129158;8;72357142857143;4;50;4;Almutawa F;Thalib L;Heckman D;Sun Q;Hamzavi I;Lim HW;Almutawa, Fahad;Thalib, Lukman;Hekman, Daniel;Sun, Qing;Hamzavi, Iltefat;Lim, Henry W.;NA;NA;NA;2253176;1.5.4;FALSE;Clinical Sciences;Other Physical Sciences;era;era;4;4;4;NA;1420803789;3.2;0;0;0;0;0;0;0;0;0;0;0;3.2;http://dx.doi.org/10.1111/phpp.12092;1396642118;1385769600;dermatology;allergyandimmunology;Health Sciences;Medicine;Life Sciences;Immunology and Microbiology;0;21;0;21;https://badges.altmetric.com/?size=64&score=4&types=tttttttt;https://badges.altmetric.com/?size=100&score=4&types=tttttttt;https://badges.altmetric.com/?size=180&score=4&types=tttttttt;http://www.altmetric.com/details.php?citation_id=2253176;NA;NA;NA;NA;NA;NA
65;43;Efficacy and Safety of Systemic Long-Term Treatments for Moderate-to-Severe Psoriasis: A Systematic Review and Meta-Analysis;10.1038/jid.2015.206;26046458;3 Middelen: @marysjabbens ,maar Werking hangt af van Celwandpomp- Makeup, daar is men nog niet echt uit @Petramygroup;Efficacy and Safety of Systemic Long-Term Treatments for Moderate-to-Severe Psoriasis: A Systematic Review and Meta…;Efficacy and Safety of Systemic Long-term Treatments for Moderate-to-Severe Psoriasis-A Systematic Review and…;NA;NA;4f6fa4f53cf058f610002e0e;1523-1747;0022202X;NA;Journal of Investigative Dermatology;4;NA;"Psoriasis as a chronic inflammatory disease often requires effective long-term treatment; a comprehensive systematic evaluation of efficacy and safety of systemic long-term treatments in patients with moderate-to-severe psoriasis is lacking. 25 randomized clinical trials were included. Results were pooled and quality of evidence was assessed using GRADE (Grading of Recommendations Assessment, Development and Evaluation). With respect to PASI75, pooled risk ratios for infliximab (13.07, 95% Confidence Interval [CI] 8.60-19.87), secukinumab (11.97, 95% CI 8.83-16.23), ustekinumab (11.39, 95% CI 8.94-14.51), adalimumab (8.92, 95% CI 6.33-12.57), etanercept (8.39, 95% CI 6.74-10.45), and apremilast (5.83, 95% CI 2.58-13.17) show superiority of biologics and apremilast in long-term therapy compared to placebo. With respect to the addressed safety parameters, no differences were seen between adalimumab, etanercept, or infliximab versus placebo. No placebo-controlled data on conventional treatments was identified. Head-to-head studies showed superior efficacy of secukinumab and infliximab versus etanercept and of infliximab versus methotrexate. A clear ranking is limited by the lack of long-term head-to-head trials. From the available evidence, infliximab, secukinumab, and ustekinumab are the most efficacious long-term treatments. Data on conventionals are insufficient. Further head-to-head comparisons and studies on safety and patient-related outcomes are needed to draw more reliable conclusions.Journal of Investigative Dermatology accepted article preview online, 05 June 2015. doi:10.1038/jid.2015.206.";7936934;67106933012983;615500;92;7319985;3104;63306587173703;173;94;2929;220652;83973350585314;24310;88;196273;99;11483428571429;12;87;87;Nast, Alexander;Jacobs, Anja;Rosumeck, Stefanie;Werner, Ricardo Niklas;Alexander Nast;Anja Jacobs;Stefanie Rosumeck;Ricardo N. Werner;NA;NA;NA;NA;NA;NA;NA;4104320;1.5.4;FALSE;Clinical Sciences;Oncology And Carcinogenesis;era;era;6;5;6;NA;1495621987;12.6;0.25;0.25;0.25;0;0;0;0;0;0;0;0;12.6;http://dx.doi.org/10.1038/jid.2015.206;1433585482;1433628496;NA;NA;Health Sciences;Medicine;Life Sciences;Biochemistry, Genetics and Molecular Biology;0;42;0;42;https://badges.altmetric.com/?size=64&score=13&types=mttttttt;https://badges.altmetric.com/?size=100&score=13&types=mttttttt;https://badges.altmetric.com/?size=180&score=13&types=mttttttt;http://www.altmetric.com/details.php?citation_id=4104320;NA;NA;NA;NA;NA;NA
66;44;Systematic review on the maintenance of response during systemic antipsoriatic therapy;10.1111/bjd.14077;26280365;NA;NA;NA;NA;NA;4f6fa4e93cf058f610002442;NA;NA;NA;British Journal of Dermatology;1;NA;As a chronic disease psoriasis often requires long-term treatment. Successful continuation of therapy during a maintenance phase is therefore important. A systematic review was performed on the efficacy of psoriasis drugs during maintenance treatment in patients, who had achieved a sufficient treatment success during induction period. Maintenance therapy is defined as the treatment period after successful induction therapy. (a) prospective studies with (b) systemic therapies recommended by the 2009 European psoriasis guidelines (plus ustekinumab), (c) study population that had achieved a defined treatment response criterion after induction therapy within a period of = 6 months. Maintenance studies on conventional treatments were identified for CSA only (no studies investigating acitretin, methotrexate, and ustekinumab were found). Compared to placebo, CSA was shown to be effective in maintenance therapy, yet CSA 1.5mg seems to be insufficient for maintaining disease control. Based on the evidence, it is uncertain whether there is any difference between daily or intermittent treatment. For biologics, maintenance data were available for adalimumab, etanercept, and infliximab. No differences in PASI75 response were identified between adalimumab 40mg once or twice a month. Continuous infliximab treatment was shown to be superior to as-needed treatment. For etanercept, only observational post-RCT data were available indicating a maintained PASI75 response in approximately three out of four patients during long-term treatment. Only limited evidence is available for a conclusion on how patients with an adequate response should be optimally treated during the maintenance period. A clear ranking of the available treatments is not yet possible. This article is protected by copyright. All rights reserved.;7386232;64185596659474;3355931;52;3865278;3329;50261442307692;1821;41;1374;225722;861719403157;96977;53;120552;136;77345333333333;76;37;51;Jacobs, A;Rosumeck, S;Nast, A;Jacobs, A.;Rosumeck, S.;Nast, A.;NA;NA;NA;NA;NA;NA;NA;NA;NA;4412097;1.5.4;FALSE;Clinical Sciences;Oncology And Carcinogenesis;era;era;3;2;2;NA;1473848903;1.5;1;0;0;0;0;0;0;0;0;0;0;1.5;http://dx.doi.org/10.1111/bjd.14077;1439982335;1440021723;NA;NA;Medicine;Health Sciences;NA;NA;0;10;0;10;https://badges.altmetric.com/?size=64&score=2&types=tttttttt;https://badges.altmetric.com/?size=100&score=2&types=tttttttt;https://badges.altmetric.com/?size=180&score=2&types=tttttttt;http://www.altmetric.com/details.php?citation_id=4412097;NA;NA;NA;NA;NA;NA
67;45;Lack of association between cytotoxic T-lymphocyte antigen-4+49A/G polymorphism and psoriasis and vitiligo: A meta-analysis of case-control studies.;10.1016/j.gene.2015.05.051;26013045;NA;NA;NA;NA;NA;4f6fa4ec3cf058f610002932;NA;NA;NA;Gene;1;NA;Cytotoxic T-lymphocyte antigen-4 (CTLA-4) is a critical negative regulator of T-cell activation and proliferation. Several studies have assessed the association between CTLA-4+49A/G polymorphism and psoriasis and vitiligo, but the results are inconsistent. This study was conducted to examine the association between CTLA-4+49A/G polymorphism and psoriasis and vitiligo susceptibility. The PubMed, Embase, and China National Knowledge Infrastructure (CNKI) databases were searched according to predefined criteria for all relevant studies published prior to July 3, 2014. Odds ratios (ORs) with 95% confidence intervals (CIs), and heterogeneity and publication bias tests were performed to estimate the strength of the association. Fourteen studies comprising six on psoriasis (700 cases, 781 controls) and eight on vitiligo (1514 cases, 2049 controls) were included. Overall, no significant association was detected between CTLA-4+49A/G polymorphism and psoriasis. There was still no significant relationship when the studies were limited to ethnicity (Asian and Caucasian), HWE or heterogeneity, except the limitation to heterogeneity in the dominant (OR=0.69, 95% CI=0.51-0.93, I(2)=0.0%) and additive (OR=0.69, 95% CI=0.48-0.98, I(2)=0.0%) models, and the limitation to both heterogeneity and HWE in the dominant model (OR=0.68, 95% CI=0.48-0.98, I(2)=0.0%). Both overall and subgroup analyses based on ethnicity, genotype frequencies, and heterogeneity also failed to demonstrate an association between CTLA-4+49A/G polymorphism and vitiligo. CTLA-4+49A/G polymorphism may not contribute to psoriasis and vitiligo susceptibility, but further well-designed studies with large sample size are warranted to confirm this conclusion.;5570954;63320939207361;2930660;33;1873786;3872;24161141823818;2509;28;1088;192698;9254387406135;104528;35;69167;135;13074328358209;56;42;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4423508;1.5.4;FALSE;NA;NA;NA;NA;1;1;1;NA;1440238563;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1016/j.gene.2015.05.051;1440238578;NA;NA;NA;Life Sciences;Biochemistry, Genetics and Molecular Biology;NA;NA;0;8;0;8;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=4423508;NA;NA;NA;NA;NA;NA
68;46;Association of the Late Cornified Envelope-3 Genes with Psoriasis and Psoriatic Arthritis: A Systematic Review.;10.1016/j.jgg.2015.01.001;25697099;NA;NA;NA;NA;NA;4f6fa6233cf058f610007c9e;NA;NA;NA;Journal of Genetics and Genomics;1;NA;Psoriasis (Ps) and psoriatic arthritis (PsA) are genetically complex diseases with strong genetic evidence. Recently, susceptibility genes for Ps and PsA have been identified within the late cornified envelop (LCE) gene cluster, especially the cluster 3 (LCE3) genes. It is noteworthy that the deletion of LCE3B and LCE3C (LCE3C_LCE3B-del) is significantly associated with these two diseases. Gene-gene interactions between LCE3 genes and other genes are associated with Ps and PsA. LCE3 genes also have pleiotropic effect on some autoimmune diseases, such as rheumatoid arthritis, atopic dermatitis and systemic lupus erythematosus. Further studies need to focus on the potential function of LCE3 genes in the pathogenesis of Ps and PsA in the future.;6288077;58075355641343;2963554;30;1890188;200;19480703517588;84;46;93;162943;10028921923138;90266;34;55524;10;10388888888889;3;60;6;Changbing Shen;Jing Gao;Xianyong Yin;Yujun Sheng;Liangdan Sun;Yong Cui;Xuejun Zhang;NA;NA;NA;NA;NA;NA;NA;NA;3724050;1.5.4;FALSE;NA;NA;NA;NA;2;1;1;NA;1441448463;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1016/j.jgg.2015.01.001;1424776667;1424390400;NA;NA;Life Sciences;Biochemistry, Genetics and Molecular Biology;NA;NA;0;11;0;11;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=3724050;NA;NA;NA;NA;NA;NA
71;47;Prevalence of undiagnosed psoriatic arthritis among psoriasis patients: Systematic review and meta-analysis;10.1016/j.jaad.2015.05.001;26054432;NA;NA;NA;NA;NA;4f6fa62a3cf058f610007e8d;1097-6787;0190-9622;1909622;Journal of the American Academy of Dermatology;12;4;Skin psoriasis precedes the onset of psoriatic arthritis (PsA) in 84% of patients with psoriasis. Dermatologists have an important role to screen psoriasis patients for PsA. The efficiency of PsA screening remains unknown. We sought to determine the point prevalence of undiagnosed PsA in patients with psoriasis using a systematic search of the literature and meta-analysis. PubMed, Cochrane, and Embase database searches yielded 394 studies for review. No study aimed to determine the prevalence of undiagnosed PsA in patients with psoriasis. We assumed that the prevalence of newly diagnosed PsA in patients with psoriasis at the time they seek medical care could be a sound estimate of this value. Seven epidemiological studies and 5 studies on PsA screening questionnaires allowed us to clearly identify patients with newly diagnosed PsA and were selected for review. The prevalence of undiagnosed PsA was 15.5% when all studies were considered and 10.1% when only epidemiological studies were considered. Data were obtained from studies not designed to address the question at hand. Heterogeneity was high (I(2) = 96.86%), and therefore a random effects model was used. The high prevalence of undiagnosed PsA in patients with psoriasis adds to the recommendation that dermatologists need to screen all patients with psoriasis for PsA.;8029773;68058472945396;285949;96;7743866;3325;76542033694344;124;96;3206;221779;82947363579797;11129;94;210634;47;24923043478261;6;87;41;Villani, Axel Patrice;Rouzaud, Marie;Sevrain, Morgane;Barnetche, Thomas;Paul, Carle;Richard, Marie-Aleth;Beylot-Barry, Marie;Misery, Laurent;Joly, Pascal;Le Maitre, Michel;Aractingi, Selim;Aubin, François;Cantagrel, Alain;Ortonne, Jean-Paul;Jullien, Denis;4156374;1.5.4;FALSE;NA;NA;NA;NA;23;18;21;NA;1495112155;29.1;14;14;7;0;0;0;0;0;0;0;0;29.1;http://dx.doi.org/10.1016/j.jaad.2015.05.001;1434327947;1420675200;NA;NA;Medicine;Health Sciences;NA;NA;0;45;0;45;https://badges.altmetric.com/?size=64&score=30&types=mttttttf;https://badges.altmetric.com/?size=100&score=30&types=mttttttf;https://badges.altmetric.com/?size=180&score=30&types=mttttttf;http://www.altmetric.com/details.php?citation_id=4156374;NA;NA;NA;NA;NA;NA
72;48;Effect of biologics on depressive symptoms in patients with psoriasis: a systematic review;10.1111/jdv.12909;25490866;Up to half of people w #psoriasis suffer from depression. New study says biologics to treat psoriasis also lift mood;Psoriasis and Depression Do biologics have a special effect? Read JEADV #psoriasis #depression;NA;NA;NA;4f6fa4f63cf058f610002f63;1468-3083;0926-9959;NA;Journal of the European Academy of Dermatology & Venereology;6;NA;Twenty to fifty percent of patients with psoriasis have depressive symptoms.;7831341;66381490314502;1346715;82;6479632;1547;34209262613195;162;89;1383;237521;7535420705625;44735;81;192586;83;18121951219512;5;93;78;P Fleming;C Roubille;V Richer;T Starnino;C McCourt;A McFarlane;S Siu;J Kraft;C Lynde;J E Pope;S Keeling;J Dutz;L Bessette;R Bissonnette;B Haraoui;2974124;1.5.4;FALSE;NA;NA;NA;NA;11;8;8;NA;1458814878;5.55;0;0;0;0;0;0;0;0;0;0;0;5.55;http://dx.doi.org/10.1111/jdv.12909;1418296209;1418169600;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;20;0;20;https://badges.altmetric.com/?size=64&score=6&types=tttttttt;https://badges.altmetric.com/?size=100&score=6&types=tttttttt;https://badges.altmetric.com/?size=180&score=6&types=tttttttt;http://www.altmetric.com/details.php?citation_id=2974124;NA;NA;NA;NA;NA;NA
73;49;Biosimilars: a systematic review of published and ongoing clinical trials of antipsoriatics in chronic inflammatory diseases.;10.1111/ddg.12621;25819235;Biosimilars: a systematic review of published and ongoing clinical trials of antipsoriatics in chronic inflammatory…;Does this article provide evidence that limited understanding still exists on how #biosimilars are regulated?;NA;NA;NA;4f6fa61f3cf058f610007b0f;NA;NA;NA;Journal der Deutschen Dermatologischen Gesellschaft;2;NA;Biosimilars for psoriasis treatment are currently being developed. Comparison of their efficacy and safety is a challenge. For approval, the European Medicines Agency (EMA) considers indirect evidence from other indications (for example, rheumatoid arthritis) as sufficient. Systematic review of biosimilars for psoriasis and other indications, review of ongoing trials in trial registers. Systematic search for randomized controlled trials (RCT) on biosimilars to adalimumab, etanercept, infliximab, and ustekinumab compared to their reference medication: (1) Publications in Medline, Medline In-Process, Embase, Cochrane Library (efficacy, safety, immunogenicity) and (2) ongoing studies in clinical trial registers. No trials on biosimilars in psoriasis patients were identified. As to the infliximab biosimilar, there is data on patients with ankylosing spondylitis and rheumatoid arthritis, indicating no clinically relevant differences regarding efficacy and safety. Currently, there are two registered studies of an adalimumab biosimilar and one study of an etanercept biosimilar in psoriasis patients. Further ongoing studies on biosimilars to adalimumab, etanercept, and infliximab - all in rheumatoid arthritis patients - were identified. There is currently only limited data regarding RCTs with biosimilars. Provision of further clinical data and inclusion of patients in patient registers will be crucial.;7685976;65949484670408;3522777;51;3989708;376;19158026666667;140;60;228;209125;86253508540389;95164;50;106567;10;12777777777778;4;50;5;Nast, Alexander;Rosumeck, Stefanie;Seidenschnur, Karin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3999218;1.5.4;FALSE;Clinical Sciences;Immunology;era;era;4;2;2;NA;1450523886;1.5;0;0;0;0;0;0;0;0;0;0;0;1.5;http://dx.doi.org/10.1111/ddg.12621;1431694414;NA;NA;NA;Medicine;Health Sciences;NA;NA;0;2;0;2;https://badges.altmetric.com/?size=64&score=2&types=tttttttt;https://badges.altmetric.com/?size=100&score=2&types=tttttttt;https://badges.altmetric.com/?size=180&score=2&types=tttttttt;http://www.altmetric.com/details.php?citation_id=3999218;NA;NA;NA;NA;NA;NA
74;50;Effect of tonsillectomy on psoriasis: A systematic review.;10.1016/j.jaad.2014.10.013;25455609;Effect of tonsillectomy on psoriasis: A systematic review - Journal of the American Academy of Dermatology;¿Sirve de algo la amigdalectomía en el tratamiento de la psoriasis?;Tonsillectomy may be an effective strategy for resistant psoriasis.;NA;NA;4f6fa62a3cf058f610007e8d;0190-9622;1909622;NA;Journal of the American Academy of Dermatology;9;1;Streptococcal infection is associated with psoriasis onset in some patients. Whether tonsillectomy decreases psoriasis symptoms requires a systematic review of the literature.;7849747;66509658923939;1021197;86;6825012;3247;75788570548367;439;86;2807;228996;73393737941877;33673;85;195180;90;34411011235955;10;88;80;Rachakonda TD;Dhillon JS;Florek AG;Armstrong AW;Rachakonda TD1;Dhillon JS2;Florek AG3;Armstrong AW4;NA;NA;NA;NA;NA;NA;NA;2906792;1.5.4;FALSE;NA;NA;NA;NA;14;12;12;NA;1480929396;7.75;0.5;0;0;0;0;0;0;0;0;0;0;7.75;http://dx.doi.org/10.1016/j.jaad.2014.10.013;1416479546;1416441600;NA;NA;Medicine;Health Sciences;NA;NA;0;26;0;26;https://badges.altmetric.com/?size=64&score=8&types=tttttttt;https://badges.altmetric.com/?size=100&score=8&types=tttttttt;https://badges.altmetric.com/?size=180&score=8&types=tttttttt;http://www.altmetric.com/details.php?citation_id=2906792;NA;NA;NA;NA;NA;NA
75;51;Acupuncture therapies for psoriasis vulgaris: a systematic review of randomized controlled trials.;10.1159/000381225;26021960;A systematic review of randomized controlled trials.;Review of #acupuncture trials for #psoriasis concludes some benefit. More research recommended @ResearchRMIT @RMIT;NA;NA;NA;4f6fa6193cf058f61000747d;1661-4127;1661-4119;NA;Forschende Komplementärmedizin /Research in Complementary Medicine;10;NA;The purpose of this review was to evaluate the efficacy and safety of acupuncture therapies in the treatment of psoriasis vulgaris. Embase, CENTRAL, PubMed, AMED, CINAHL, CNKI, CQVIP, CBM, and Wanfang databases were searched from inceptions to May 2013 for prospective randomized controlled trials evaluating acupuncture therapies for psoriasis vulgaris. No language limitations were applied. Studies were assessed using the Cochrane risk of bias tool. The primary outcome was Psoriasis Area Severity Index (PASI) score. Six studies (involving 522 participants) met the eligibility criteria for this review, and 5 were included in quantitative analysis. Due to the diversity of interventions, comparators and reported outcomes, meta-analysis was not possible. Results from single studies produced conflicting results for the outcomes PASI reduction, lesion reduction (non-PASI), PASI score, and relapse rate. There is some evidence of benefit of acupuncture therapies for the treatment of psoriasis vulgaris. However, the conclusions are limited by the small number of included trials and conflicting results from single studies. More research is needed to clarify the effect of acupuncture therapies for psoriasis vulgaris. © 2015 S. Karger GmbH, Freiburg.;7832372;66384340200378;736382;90;7089079;208;7432347826087;31;85;177;209737;86562737345998;28855;86;180507;12;83385454545455;5;58;7;Coyle, M.;Deng, J.W.;Zhang, A.L.;Yu, J.J.;Guo, X.;Xue, C.C.L.;Lu, C.J.;Coyle, Meaghan;Deng, Jingwen;Zhang, Anthony Lin;Yu, Jingjie;Guo, Xinfeng;Xue, Charlie Changli;Lu, Chuanjian;NA;4000201;1.5.4;FALSE;NA;NA;NA;NA;12;11;12;NA;1433804936;10.25;0;0;0;0;0;0;0;0;0;0;0;10.25;http://dx.doi.org/10.1159/000381225;1431717461;1427760000;NA;NA;Medicine;Health Sciences;NA;NA;0;2;0;2;https://badges.altmetric.com/?size=64&score=11&types=tttttttf;https://badges.altmetric.com/?size=100&score=11&types=tttttttf;https://badges.altmetric.com/?size=180&score=11&types=tttttttf;http://www.altmetric.com/details.php?citation_id=4000201;NA;NA;NA;NA;NA;NA
76;52;Clinical efficacy and safety of anti-IL-17 agents for the treatment of patients with psoriasis.;10.2217/imt.15.50;26055639;NA;NA;NA;NA;NA;4f6fa61b3cf058f61000772f;1750-7448;1750-743X;NA;Immunotherapy;7;NA;"To evaluate the therapeutic efficacy and safety of anti-IL-17 agents in the treatment of psoriasis, we performed a systemic review and meta-analysis of the relevant published clinical trials, collectively referred to as secukinumab, ixekizumab and brodalumab. 2668 patients in eight eligible trials with psoriasis were selected for the present meta-analysis. The estimated pooled PASI75, PSAI90, physician's global assessment (PGA; clear) showed significant improvements for psoriasis patients who received biotherapy compared with placebo. The results of headache, upper respiratory tract infection and infections demonstrated that there was no significant difference between the biotherapy and placebo groups. But the results of nasopharyngitis demonstrated that there was a significant difference for biotherapy group. The results showed that anti-IL-17 agents were effective and safe for psoriasis patients.";7295661;63692208345751;1258520;82;6030609;374;28521930294906;33;91;341;209577;81434014581824;45854;78;163482;20;24726315789474;3;85;17;Yan Chen;Chen, Yan;Qian, Tian;Zhang, Dongmei;Yan, Heng;Hao, Fei;NA;NA;NA;NA;NA;NA;NA;NA;NA;4167271;1.5.4;FALSE;NA;NA;NA;NA;11;8;11;NA;1472551515;5.25;1;0;0;0;0;0;0;0;0;0;0;5.25;http://dx.doi.org/10.2217/imt.15.50;1434450580;1441065600;NA;NA;NA;NA;NA;NA;0;15;0;15;https://badges.altmetric.com/?size=64&score=6&types=ttttttfg;https://badges.altmetric.com/?size=100&score=6&types=ttttttfg;https://badges.altmetric.com/?size=180&score=6&types=ttttttfg;http://www.altmetric.com/details.php?citation_id=4167271;NA;NA;NA;NA;NA;NA
